Education,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,age,nb_enf,situation_couple
2n Cycle,25176.0,4,0,4,0,0,5,0.0,0.0,0.0,0.0,2.0,0,46,2,couple
Graduation,43586.0,99,2,11,4,0,16,1.0,1.0,0.0,1.0,2.0,0,42,1,couple
2n Cycle,53230.0,176,72,98,136,21,229,1.0,1.0,0.0,2.0,1.0,0,66,1,couple
Graduation,50116.0,54,0,10,0,0,2,0.0,0.0,0.0,1.0,1.0,0,65,2,couple
PhD,82333.0,1311,0,359,46,89,17,0.0,1.0,1.0,2.0,0.0,0,36,0,couple
PhD,65220.0,890,63,292,0,25,12,1.0,2.0,1.0,1.0,1.0,0,57,0,couple
Graduation,33590.0,4,0,2,0,0,2,0.0,0.0,0.0,0.0,2.0,0,48,3,couple
Master,72309.0,960,0,883,50,38,0,0.0,1.0,1.0,2.0,1.0,0,46,0,celib
Basic,16005.0,1,3,2,20,30,47,1.0,0.0,0.0,0.0,2.0,0,42,1,couple
Master,65487.0,240,67,500,199,0,163,1.0,1.0,1.0,1.0,0.0,0,65,0,celib
Graduation,58692.0,301,11,61,4,7,11,0.0,2.0,0.0,1.0,2.0,0,57,1,couple
Graduation,40590.0,154,0,50,6,11,37,1.0,1.0,1.0,1.0,1.0,0,53,2,celib
Master,62637.0,104,12,48,4,12,5,0.0,0.0,0.0,1.0,0.0,0,68,1,celib
Master,29435.0,70,3,37,4,2,64,1.0,1.0,0.0,0.0,2.0,0,56,2,celib
Graduation,19346.0,2,0,9,3,6,2,0.0,0.0,0.0,1.0,2.0,0,48,1,celib
Graduation,35788.0,23,2,11,3,1,4,0.0,0.0,0.0,1.0,1.0,0,51,2,couple
Graduation,36997.0,43,4,12,8,0,27,1.0,0.0,0.0,1.0,1.0,0,54,2,celib
Graduation,23539.0,4,24,11,16,1,25,0.0,0.0,0.0,1.0,1.0,0,65,0,couple
Graduation,65333.0,654,7,92,0,15,30,2.0,2.0,1.0,2.0,1.0,0,49,1,celib
Graduation,78499.0,912,72,170,47,36,97,0.0,3.0,1.0,1.0,1.0,0,65,0,celib
PhD,29732.0,25,0,8,0,1,4,0.0,0.0,0.0,0.0,2.0,0,51,1,couple
Master,41275.0,24,4,22,0,2,9,1.0,1.0,0.0,1.0,1.0,0,62,3,couple
PhD,63516.0,141,11,114,15,14,5,1.0,1.0,0.0,2.0,1.0,0,49,2,couple
PhD,42769.0,71,0,13,3,1,0,0.0,0.0,0.0,1.0,1.0,0,60,1,couple
Master,49572.0,35,1,16,0,1,1,0.0,0.0,0.0,1.0,2.0,0,64,2,couple
Graduation,69209.0,496,32,849,229,48,128,0.0,1.0,1.0,1.0,1.0,0,50,0,couple
Graduation,17148.0,9,9,11,13,10,16,1.0,1.0,0.0,1.0,2.0,0,46,1,couple
2n Cycle,32146.0,26,3,23,4,7,3,0.0,0.0,0.0,1.0,1.0,0,39,1,couple
2n Cycle,41713.0,77,8,44,10,10,25,1.0,1.0,0.0,1.0,1.0,0,58,2,celib
Master,34176.0,11,2,7,4,2,2,0.0,0.0,0.0,1.0,1.0,0,47,1,couple
PhD,58482.0,576,7,115,19,7,7,0.0,2.0,1.0,2.0,1.0,0,67,1,couple
Graduation,59686.0,89,15,89,34,42,5,0.0,1.0,0.0,1.0,1.0,0,57,1,celib
PhD,60896.0,1013,30,399,60,46,153,1.0,2.0,2.0,1.0,1.0,0,58,1,couple
Graduation,62994.0,224,12,48,4,12,12,0.0,1.0,0.0,1.0,1.0,0,42,1,couple
Graduation,47320.0,200,19,111,50,15,19,1.0,1.0,0.0,2.0,1.0,0,65,1,couple
2n Cycle,74859.0,570,73,614,133,102,73,0.0,1.0,1.0,2.0,1.0,0,73,0,celib
Basic,15253.0,1,3,3,8,1,13,0.0,0.0,0.0,1.0,2.0,0,30,1,celib
PhD,31560.0,62,1,20,4,0,7,0.0,0.0,0.0,1.0,2.0,0,48,1,celib
Master,91172.0,162,28,818,0,28,56,0.0,1.0,1.0,2.0,1.0,0,32,0,celib
Graduation,90000.0,675,144,133,94,192,241,0.0,1.0,2.0,1.0,0.0,0,38,0,couple
Graduation,41967.0,23,4,10,0,2,15,0.0,0.0,0.0,1.0,1.0,0,41,2,celib
Graduation,69263.0,492,5,32,13,5,21,0.0,2.0,0.0,2.0,1.0,0,57,1,celib
2n Cycle,65706.0,918,10,129,13,0,129,0.0,2.0,1.0,3.0,2.0,0,52,0,celib
Graduation,60934.0,224,155,155,192,93,54,0.0,1.0,1.0,3.0,1.0,0,47,1,couple
Graduation,71965.0,572,19,286,50,38,248,1.0,1.0,1.0,1.0,1.0,0,71,1,couple
Graduation,65210.0,626,0,70,0,7,28,0.0,2.0,1.0,2.0,1.0,0,67,1,couple
PhD,79174.0,1074,37,518,193,92,129,0.0,1.0,1.0,1.0,0.0,0,47,0,couple
Master,81380.0,741,68,689,224,68,103,0.0,1.0,0.0,2.0,0.0,0,55,0,celib
PhD,48432.0,322,3,50,4,3,42,1.0,1.0,0.0,1.0,2.0,0,49,1,celib
Graduation,52914.0,254,10,44,30,10,227,0.0,1.0,1.0,1.0,1.0,0,51,1,couple
Graduation,26067.0,22,2,18,0,2,12,1.0,1.0,0.0,1.0,2.0,0,48,1,couple
PhD,44325.0,516,0,21,0,0,5,1.0,2.0,0.0,2.0,2.0,0,50,1,couple
Basic,26487.0,2,8,10,12,14,23,1.0,0.0,0.0,1.0,1.0,0,44,1,celib
2n Cycle,53233.0,28,0,9,3,0,0,0.0,0.0,0.0,1.0,1.0,0,65,1,couple
Graduation,67716.0,530,142,217,62,9,56,1.0,1.0,1.0,3.0,1.0,0,62,1,couple
Master,76234.0,519,50,167,130,0,41,0.0,2.0,1.0,3.0,1.0,0,50,1,couple
PhD,84117.0,611,76,749,59,45,26,0.0,2.0,2.0,1.0,0.0,0,66,0,couple
Master,65487.0,240,67,500,199,0,163,1.0,1.0,1.0,1.0,0.0,0,65,0,couple
Basic,25224.0,4,9,12,11,2,8,0.0,0.0,0.0,1.0,1.0,0,50,1,couple
Master,89616.0,671,47,655,145,111,15,0.0,2.0,1.0,3.0,0.0,0,39,0,celib
Graduation,40851.0,23,1,7,0,4,24,0.0,0.0,0.0,0.0,2.0,0,51,2,celib
Graduation,27469.0,9,1,2,3,2,0,0.0,0.0,0.0,1.0,1.0,0,75,0,couple
Graduation,73803.0,833,80,363,52,26,174,0.0,2.0,1.0,1.0,1.0,0,65,1,couple
Master,8820.0,12,0,13,4,2,4,1.0,1.0,0.0,1.0,2.0,0,70,2,celib
Graduation,43322.0,56,7,48,10,2,18,0.0,1.0,0.0,1.0,2.0,0,48,0,celib
Graduation,55593.0,293,8,124,11,4,106,0.0,1.0,1.0,1.0,1.0,0,49,1,couple
Graduation,50501.0,297,0,38,13,0,152,2.0,1.0,1.0,1.0,1.0,0,68,2,couple
Graduation,37085.0,39,1,16,2,0,3,1.0,1.0,0.0,1.0,2.0,0,47,2,couple
Basic,16185.0,5,11,16,21,8,45,0.0,0.0,0.0,0.0,2.0,0,32,1,celib
Graduation,57731.0,266,21,300,65,8,44,1.0,2.0,2.0,1.0,1.0,0,53,1,celib
Graduation,73807.0,366,124,156,71,78,54,0.0,1.0,1.0,2.0,0.0,0,44,1,couple
Graduation,35893.0,158,0,23,0,0,18,1.0,1.0,0.0,1.0,2.0,0,54,2,celib
Graduation,61014.0,269,129,495,182,43,29,1.0,2.0,1.0,1.0,1.0,0,42,1,couple
Graduation,32144.0,41,0,10,0,0,3,1.0,0.0,0.0,1.0,2.0,0,68,2,couple
Basic,14918.0,3,3,3,15,4,15,0.0,0.0,0.0,1.0,1.0,0,59,1,couple
Graduation,45146.0,33,0,5,0,0,15,0.0,0.0,0.0,0.0,1.0,0,59,2,celib
2n Cycle,41769.0,302,29,131,32,0,27,1.0,2.0,0.0,2.0,2.0,0,67,1,celib
Graduation,88325.0,519,71,860,93,27,53,0.0,1.0,0.0,2.0,0.0,0,41,0,couple
Master,38054.0,23,2,17,2,1,0,0.0,0.0,0.0,1.0,2.0,0,72,2,celib
2n Cycle,80617.0,594,51,631,72,55,32,0.0,1.0,1.0,2.0,0.0,0,27,0,celib
Graduation,36807.0,4,2,5,0,0,5,0.0,0.0,0.0,0.0,1.0,0,68,2,couple
Master,40101.0,171,3,129,26,24,62,1.0,1.0,0.0,1.0,1.0,0,37,1,couple
Graduation,58025.0,270,31,88,11,48,22,1.0,1.0,0.0,2.0,1.0,0,43,1,couple
Master,33562.0,21,12,12,0,3,3,1.0,0.0,0.0,1.0,1.0,0,59,3,couple
PhD,57642.0,580,6,58,8,0,27,1.0,2.0,1.0,1.0,1.0,0,52,1,celib
Graduation,63777.0,457,5,106,15,17,53,2.0,2.0,0.0,1.0,2.0,0,43,2,couple
Graduation,57967.0,229,7,137,4,0,91,1.0,1.0,0.0,2.0,1.0,0,60,1,celib
2n Cycle,51412.0,32,2,1607,12,4,22,0.0,0.0,0.0,0.0,0.0,0,44,0,couple
Graduation,24434.0,3,2,8,20,0,17,0.0,0.0,0.0,0.0,2.0,0,50,2,couple
Graduation,11012.0,24,3,26,7,1,23,1.0,1.0,0.0,0.0,2.0,0,38,1,celib
Master,44802.0,853,10,143,13,10,20,0.0,2.0,1.0,2.0,2.0,0,52,0,celib
Graduation,26816.0,5,1,6,3,4,3,0.0,0.0,0.0,1.0,1.0,0,36,0,celib
Graduation,51412.0,9,14,18,8,1,12,1.0,1.0,0.0,1.0,1.0,0,45,1,couple
Graduation,61223.0,709,43,182,42,118,247,0.0,2.0,1.0,1.0,1.0,0,55,1,couple
Graduation,56981.0,908,48,217,32,12,24,0.0,0.0,1.0,3.0,1.0,0,41,0,celib
Master,69245.0,428,30,214,80,30,61,0.0,1.0,1.0,2.0,1.0,0,66,1,couple
PhD,52869.0,84,3,61,2,1,21,1.0,1.0,0.0,1.0,1.0,0,68,2,couple
